,isim,baslangicT,bitisTarih,tur,konuPuan,aktorS,oyuncuKadroPuan,imdb,sezonSayisi,sezonDurumu
516,Subat,2012,2013,Crime,15.666666666666666,"Alican Yücesoy,Melisa Sözen,Özkan Ugur,Sermet Yesil",7.130833333333333,7.9,2,basarili
517,Dila Hanim,2012,2018,Drama,17.0,"Ayfer Dönmez,Özlem Tokaslan,Anil Yalçin,Görkem Mertsöz",4.575,4.2,7,olgun
518,Kayip Sehir,2012,2018,Drama,18.0,"Can Basak,Deniz Baysal,Sinan Demirer,Dilek Güven",7.1125,7.3,7,olgun
519,Merhaba Hayat,2012,2013,Drama,18.0,"Keremcem,Yildiz Kültür,Miray Daner,Ozman Sirgood",5.333333333333333,5.7,2,basarili
520,Türk'ün Uzayla Imtihani,2012,2018,Comedy,14.0,"Ufuk Özkan,Sinan Çaliskanoglu,Gunce Mutlu,Ozge Ulusoy",2.8975,2.2,7,olgun
521,Hayatimin Rolü,2012,2018,Comedy,17.0,"Merve Ates,Tiraje Basaran,Haluk Bilginer,Edis",5.4191666666666665,4.8,7,olgun
522,M.U.C.K.,2012,2012,Musical,5.0,"Seda Telciler,Azra Akin,Kivanç Baran Aslan,Mehmet Aslan",4.60625,4.2,1,basarisiz
523,Iki Yaka Bir Ismail,2012,2018,Comedy,16.0,"Rana Cabbar,Giannis Chatzigeorgiou,Stefanos Damatos,Gizem Denizci",4.4,4.4,7,olgun
524,Kötü Yol,2012,2012,Drama,18.0,"Cansel Elcin,Sükran Ovali,Ilker Aksum,Ezgi Mola",6.357467532467533,5.7,1,basarisiz
525,Annem uyurken,2012,2018,Comedy,16.0,"Hümeyra,Seher Devrim Yakut,Bora Akkas,Ruzgar Aksoy",5.5,3.8,7,olgun
526,Uçurum,2012,2013,Action,17.0,"Lavinia Longhi,Mehmet Ali Nuroglu,Erdal Yildiz,Esra Ronabar",7.1875,7.5,2,basarili
527,Harem,2012,2018,Comedy,16.0,"Murat Arkin,Serhan Arslan,Önder K. Açikbas,Belma Canciger",4.520833333333332,4.1,7,olgun
528,Böyle Bitmesin,2012,2018,Drama,18.0,"Sevcan Yasar,Birce Akalay,Birol Denizci,Serpil Gül",6.824999999999999,7.6,7,olgun
529,Bir ferhat ile sirin hikayesi,2012,2018,Drama,18.0,"Ilhami Adsal,Sedef Avci,Murat Aydin,Halis Bayraktaroglu",5.424166666666667,5.6,7,olgun
530,Zengin Kiz Fakir Oglan,2012,2018,Adventure,17.0,"Asli Sahin,Mustafa Vuran,Murat Bölücek,Alara Keçeci",5.205,4.7,7,olgun
531,Zil Calinca,2012,2018,Short,10.333333333333334,"Cihan Simsek,Turhan Cihan Simsek,Elif Ceren Balikçi,Merve Hazer",5.641666666666666,6.1,7,olgun
532,Iki dünya arasinda,2012,2018,Drama,18.0,"Volkan Bora Dilek,Inanç Benlioglu,Meltem Dag,Basak Zebil",3.8,3.8,7,olgun
533,Babalar ve Evlatlar,2012,2018,Drama,18.0,"Adnan Koç,Nurhak Mine Soz,Murat Ünalmis,Ceren Hindistan",4.120833333333334,3.3,7,olgun
534,Siya Mem û Zîn,2012,2013,Drama,18.0,"Özlem Balci,Tuba Dogma,Yaprak Durmaz,Süleyman Karadag",2.125,1.8,2,basarili
535,Ben bilmem esim bilir,2012,2018,Game-Show,12.0,"Ufuk Özkan,Sule Zeybek,Demet Akalin,Pelin Akil",5.000625,3.6,7,olgun
536,6 Manti,2012,2013,Comedy,17.0,"Nihan Balyali,Burcu Binici,Ulas Inan Inaç,Didem Inselel",5.38375,5.5,2,basarili
537,Last Coup: 28 February,2012,2012,Documentary,10.0,,0.0,7.6,1,basarisiz
538,Ask Kaç Beden Giyer,2012,2013,Comedy,16.0,"Koray Erkök,Elçin Sangu,Cande Percem",6.263333333333333,6.0,2,basarili
539,Köstebekgiller,2012,2014,Animation,16.0,"Orhan Aydin,Asena Keskinci,Oguz Oktay,Inci Türkay",4.341666666666667,3.9,3,olgun
540,Insanlar alemi,2012,2012,Comedy,16.0,"Ali Sunal,Alper Kul,Okan Çabalar,Irem Sak",7.041666666666666,7.2,1,basarisiz
541,Yol Ayrimi,2012,2013,Drama,13.0,"Ilhami Adsal,Sevinç Gürsen Akyildiz,Kerem Alisik,Hamdi Alkan",5.5525,6.4,2,basarili
542,Kurt Kanunu,2012,2012,Adventure,14.333333333333334,"Ümit Acar,Ali Basar,Pelin Akil,Bahar Kerimoglu",5.565625000000001,5.6,1,basarisiz
543,20 Dakika,2013,2013,Action,16.666666666666668,"Tuba Büyüküstün,Ilker Aksum,Firat Çelik,Günay Karacaoglu",6.247348484848484,7.0,1,basarisiz
544,Intikam,2013,2014,Drama,16.0,"Ceren Reis,Mert Firat,Zafer Algöz,Ezgi Eyüboglu",5.874583333333334,5.6,2,basarili
545,Bizim Okul,2013,2013,Comedy,16.0,"Zeki Alasya,Levent Ülgen,Cem Davran,Cezmi Baskin",4.324166666666667,2.5,1,basarisiz
546,Merhamet,2013,2014,Drama,17.0,"Özgü Namal,Ibrahim Celikkol,Burçin Terzioglu,Mustafa Üstündag",6.440416666666667,7.2,2,basarili
547,Yagmurdan Kacarken,2013,2018,Comedy,16.0,"Ezgi Asaroglu,Carlos Martín,Furkan Andic,Ali Ersan Duru",5.164583333333334,4.5,6,olgun
548,Karagül,2013,2016,Drama,18.0,"Çisem Çanci,Mesut Akusta,Hilal Altinbilek,Can Atak",5.331250000000001,4.9,4,olgun
549,Beni Böyle Sev,2013,2015,Comedy,16.0,"Zeynep Çamci,Fatih Koyunoglu,Zafer Algöz,Asli Bekiroglu",6.179166666666667,7.2,3,olgun
550,Osmanlida Derin Devlet,2013,2018,Action,16.0,"Hakan Akin,Erol Alpsoykan,Mehmet Aslan,Mehmet Atay",5.622916666666667,6.4,6,olgun
551,Bir Ask Hikayesi,2013,2014,Drama,18.0,"Seçkin Özdemir,Damla Sönmez,Yamaç Telli,Elçin Sangu",6.7040476190476195,7.0,2,basarili
552,Otisabi,2013,2018,Comedy,16.0,"Tim Seyfi,Atilla Pekdemir,Gürkan Kaçar,Özgür Emre Yildirim",7.0,7.0,6,olgun
553,Kahireli Palas,2013,2018,Drama,16.333333333333332,"Buket Orhan,Melda Arat Mutlu,Cem Kurtoglu,Fatma Kabasakal",3.1541666666666663,2.8,6,olgun
554,Tatar Ramazan: Ben Bu Oyunu Bozarim,2013,2014,Drama,18.0,"Erol Gedik,Sebnem Hassanisoughi,Görkem Türkes,Bülent Inal",6.15625,6.8,2,basarili
555,Günesi Beklerken,2013,2014,Drama,18.0,"Kerem Bürsin,Hande Dogandemir,Yagmur Tanrisevsin,Ismail Ege Sasmaz",6.657499999999999,6.8,2,basarili
556,Galip Dervis,2013,2014,Crime,15.0,"Algi Eke,Orhan Güner,Engin Günaydin,Ersin Korkut",6.706250000000001,7.1,2,basarili
557,Half Life Lambda Protocol,2013,2018,Short,9.333333333333334,"Taner Tuncay,Nermin Koçak",7.3,7.3,6,olgun
558,Güzel Çirkin,2013,2018,Action,16.666666666666668,"Naz Elmas,Ali Sunal,Cahit Gök,Emir Bozkurt",6.5875,6.5,6,olgun
559,A.S.K.,2013,2013,Drama,17.0,"Nebahat Çehre,Hazal Kaya,Asli Tandogan,Hakan Kurtas",5.357083333333334,4.1,1,basarisiz
560,Çalikusu,2013,2014,Drama,14.0,"Fahriye Evcen Özçivit,Burak Özçivit,Mehmet Özgür,Bengü Ergin",6.615,7.1,2,basarili
561,Kayip,2013,2018,Action,17.0,"Asli Enver,Nilperi Sahinkaya,Kaan Yildirim,Cankat Aydos",6.098333333333334,6.9,6,olgun
562,Medcezir,2013,2015,Comedy,16.666666666666668,"Çagatay Ulusoy,Serenay Sarikaya,Metin Akdülger,Baris Falay",6.80625,6.7,3,olgun
563,Fatih Harbiye,2013,2014,Drama,17.0,"Kadir Dogulu,Neslihan Atagül,Serkan Senalp,Yunus Emre Yildirimer",5.39,4.9,2,basarili
564,Ben de Özledim,2013,2014,Comedy,15.0,"Ali Atay,Serkan Keskin,Osman Sonant,Ahmet Mümtaz Taylan",8.016666666666666,8.2,2,basarili
565,Eski Hikaye,2013,2018,Drama,18.0,"Mehmet Aykaç,Mehmet Esen,Bugra Gülsoy,Funda Eryigit",7.4,8.1,6,olgun
566,Adini Kalbime Yazdim,2013,2018,Drama,18.0,"Serhan Yavas,Ipek Karapinar,Tolga Güleç,Meltem Miraloglu",4.9,5.2,6,olgun
567,Aramizda Kalsin,2013,2018,Comedy,16.666666666666668,"Erdogan Gizem,Efsane Odag,Didem Soydan,Sevcan Yasar",6.5625,7.1,6,olgun
568,Sana Bir Sir Verecegim,2013,2018,Drama,16.0,"Murat Han,Esra Ronabar,Ekin Koç,Demet Özdemir",6.358333333333333,6.4,6,olgun
569,Sakli Kalan,2013,2018,Drama,18.0,"Murat Balci,Neslihan Yeldan,Emre Yetim,Özlem Çakar",5.9833333333333325,6.1,6,olgun
570,Kaçak,2013,2015,Action,16.333333333333332,"Gürkan Uygun,Berk Hakman,Begüm Birgören,Inanç Konukçu",7.053749999999999,6.6,3,olgun
571,Askin Bedeli,2013,2018,Drama,18.0,"Nehir Büyükakçay,Elit Cam,Yesim Aliç,Göktug Alpasar",3.5625,3.4,6,olgun
572,Inadina Yasamak,2013,2014,Drama,18.0,"Pelin Akil,Burak Demir,Oktay Kaynarca,Duygu Sarisin",4.8256250000000005,3.1,2,basarili
573,Babam Sinifta Kaldi,2013,2018,Comedy,16.0,"Defne Samyeli,Cagri Citanak,Elvin Levinler,Cem Davran",3.9541666666666666,3.6,6,olgun
574,Gurbette Ask,2013,2018,Comedy,16.0,"Müge Boz,Cansu Demirci,Bihter Dinçel,Sina Ozer",5.658333333333333,5.1,6,olgun
575,Bugünün Saraylisi,2013,2018,Drama,17.0,"Begüm Akkaya,Alihan Araci,Gözde Cigaci,Gülenay Kalkan",5.9375,6.1,6,olgun
576,Bebek isi,2013,2018,Comedy,16.0,"Timur Acar,Bora Akkas,Zafer Diper,Mete Horozoglu",5.008333333333334,4.4,6,olgun
577,Altindagli,2013,2013,Drama,18.0,"Hande Ataizi,Berk Atan,Basak Sayan,Safak Sezer",4.600833333333333,4.6,1,basarisiz
578,Ali Ayse'yi Seviyor,2013,2018,Comedy,16.0,"Su Kutlu,Deger Soysal,Bihter Dinçel,Yasemin Erkent",5.225,4.7,6,olgun
579,Vicdan,2013,2014,Drama,18.0,"Alp Akar,Yeliz Akkaya,Evrim Alasya,Firat Altunmese",6.095833333333333,7.6,2,basarili
580,Doksanlar,2013,2014,Comedy,16.0,"Ertugrul Aytaç Usun,Ayberk Aladar,Birol Denizci,Açelya Akkoyun",5.241666666666666,4.8,2,basarili
581,Arkadasim Hosgeldin,2013,2015,Comedy,16.0,"Tolga Çevik,Ezgi Mola,Özer Atik,Firat Parlak",7.5125,7.9,3,olgun
582,Misencan,2013,2018,Comedy,16.0,"Murat Sencan,Ata Atabek,Alp Guneyman,Kaan Gure",7.2,7.2,6,olgun
583,Yekta Kopan'la Cumartesi,2013,2018,Talk-Show,14.0,"Yekta Kopan,Cem Yilmaz",7.225,7.3,6,olgun
584,Firuze,2013,2018,Drama,18.0,"Aylin Engör,Ceren Hindistan,Ceyda Ates,Firat Çelik",5.341666666666666,5.4,6,olgun
585,Osmanli Tokadi,2013,2014,Comedy,16.0,"Pelin Akil,Efsun Akkurt,Vildan Atasever,Mediha Aydin",6.057291666666667,6.2,2,basarili
586,Kizma Kazan,2013,2014,Game-Show,12.0,"Öner Erkan,Ayse Melike Çerçi,Ozan Özcan,Caner Özyurtlu",6.191666666666666,6.4,2,basarili
587,Kucuk Gelin,2013,2018,Drama,18.0,"Bengi Öztürk,Devrim Atmaca,Aysen Batigün,Ece Baykal",5.2,5.2,6,olgun
588,Güldür Güldür Show,2013,2018,Comedy,16.0,"Ali Sunal,Alper Kul,Doga Rutkay,Aylin Kontante",6.779166666666666,6.7,6,olgun
589,Sevdaluk,2013,2014,Comedy,16.0,"Demet Akbag,Erdem Akin,Muharrem Bayrak,Cengiz Bozkurt",6.165625,5.6,2,basarili
590,Ben Onu Çok Sevdim,2013,2014,Drama,14.0,"Mehmet Aslantug,Idil Firat,Birce Akalay,Semsi Inkaya",5.938690476190476,5.8,2,basarili
591,Zahide ile Yetis Hayata,2013,2018,Family,13.666666666666666,Zahide Yetis,5.1,5.1,6,olgun
592,Worldvision Song Contest,2013,2018,Documentary,8.0,"Ömer Levent Dilli,Tayfun Atac,Thiago Vlentim,Ali Tuna Dilli",7.1,7.1,6,olgun
593,Ekip 1: Nizama Adanmis Ruhlar,2013,2018,Action,16.333333333333332,"Asli Ozmel,Sidal Damar,Orhan Biyikli,Ahmet Yenilmez",7.0249999999999995,7.2,6,olgun
594,Firildak Ailesi,2013,2018,Animation,16.0,"Bülent Kayabas,Demet Akbag,Tülay Bursa,Keremcan Köse",7.040625,7.6,6,olgun
595,Benim Hala Umudum Var,2013,2014,Romance,16.0,"Gizem Karaca,Sükrü Özyildiz,Berk Oktay,Burak Altay",6.395833333333334,7.5,2,basarili
596,Fatih Portakal ile FOX Ana Haber,2013,2018,News,15.0,Fatih Portakal,9.1,9.1,6,olgun
597,Görüs Günü Kadinlari,2013,2013,Drama,18.0,"Senay Gürler,Nesrin Cavadzade,Yildiz Çagri Atiksoy,Semra Dinçer",7.112499999999999,7.6,1,basarisiz
598,Cinayet,2014,2018,Crime,15.666666666666666,"Nihan Asici,Yigit Mergen,Nurgül Yesilçay,Engin Altan Düzyatan",5.0,4.7,5,olgun
599,Kurt Seyit ve Sura,2014,2014,Drama,14.0,"Kivanç Tatlitug,Farah Zeynep Abdullah,Caglar Ertugrul,Demet Özdemir",6.582142857142857,6.7,1,basarisiz
600,Kara Para Ask,2014,2015,Action,16.333333333333332,"Engin Akyürek,Tuba Büyüküstün,Erkan Can,Damla Colbay",6.554166666666666,6.7,2,basarili
601,Kizilelma,2014,2018,Action,16.0,"Faruk Acar,Pelin Akil,Vugar Aliyev,Selin Altay",5.932291666666666,6.6,5,olgun
602,Extreme-G: Skydiving,2014,2018,Action,16.0,"Hayko Cepkin,Sahin Sahin,Meric Alural,Beslan Babaoglu",7.16875,7.7,5,olgun
603,O Hayat Benim,2014,2018,Drama,18.0,"Ezgi Asaroglu,Keremcem,Ceren Moray,Bahar Sahin",5.420833333333333,5.0,5,olgun
604,Yasak,2014,2018,Drama,17.0,"Mehmet Esen,Ezgi Eyüboglu,Biran Damla Yilmaz,Deniz Çakir",5.93125,5.7,5,olgun
605,Kardes Payi,2014,2015,Comedy,16.333333333333332,"Ahmet Kural,Murat Cemcir,Seda Bakan,Sinasi Yurtsever",7.393154761904761,8.6,2,basarili
606,Anali Ogullu,2014,2018,Comedy,16.0,"Sermiyan Midyat,Melisa Sözen,Seher Devrim Yakut,Durul Bazan",5.18125,4.4,5,olgun
607,Niloya,2014,2018,Animation,5.0,"Tarik Bayrak,Sinan Divrik,Emre Ihlamur,Merve Ihlamur",6.8,6.8,5,olgun
608,Küçük Aga,2014,2015,Comedy,16.666666666666668,"Birce Akalay,Sarp Levendoglu,Zeki Alasya,Emir Berke Zincidi",5.05125,3.7,2,basarili
609,Ruhumun Aynasi,2014,2018,Comedy,17.0,"Tuba Ünsal,Filiz Ahmet,Özgürcan Cevik,Baris Yalçin",5.6691666666666665,5.8,5,olgun
610,Ne diyoosun,2014,2018,Comedy,16.0,"Halis Bayraktaroglu,Osman Beyaz,Aysel Durmus,Boran Gökçe",5.5125,5.5,5,olgun
611,Hayat Yokusu,2014,2018,Comedy,15.5,"Cem Davran,Eda Özdemir,Rojda Demirer,Esin Gündogdu",3.832291666666667,2.6,5,olgun
612,Hatasiz Kul Olmaz,2014,2018,Drama,18.0,"Burçin Abdullah,Çiçek Acar,Ipek Bagriacik,Yusa Bozkurt",5.5125,5.2,5,olgun
613,Kocamin Ailesi,2014,2018,Comedy,16.333333333333332,"Gökhan Alkan,Aysenil Samlioglu,Erman Okay,Yesim Salkim",4.658333333333333,4.3,5,olgun
614,Gullerin Savasi,2014,2018,Drama,18.0,"Arif Piskin,Ayse Akin,Ipek Ozagan,Ceren Koç",5.15,4.8,5,olgun
615,Kiraz Mevsimi,2014,2015,Comedy,16.0,"Özge Gürel,Serkan Çayoglu,Nilperi Sahinkaya,Daghan Külegeç",5.7333333333333325,5.4,2,basarili
616,Güzel Köylü,2014,2018,Comedy,15.5,"Gizem Karaca,Berk Cankat,Mehmet Ali Nuroglu,Esin Civangil",6.302083333333333,5.9,5,olgun
617,Kaçak Gelinler,2014,2015,Comedy,16.0,"Deniz Baysal,Selin Sekerci,Açelya Topaloglu,Firat Altunmese",6.183333333333334,5.2,2,basarili
618,Paramparça,2014,2017,Drama,18.0,"Erkan Petekkaya,Ebru Özkan,Nursel Köse,Alina Boz",6.555,6.0,4,olgun
619,Reaksiyon,2014,2014,Action,15.5,"Selen Soyder,Erdal Besikçioglu,Yurdaer Okur,Ismail Demirci",6.9925,6.9,1,basarisiz
620,Kaderimin Yazildigi Gün,2014,2018,Drama,18.0,"Metin Çekmez,Almila Ada,Anil Altan,Nihan Balyali",5.694166666666668,4.9,5,olgun
621,Gönül Isleri,2014,2018,Drama,18.0,"Bennu Yildirimlar,Selma Ergeç,Sinem Kobal,Gümeç Alpay Aslan",5.822916666666667,5.9,5,olgun
622,Emanet,2014,2018,Drama,18.0,"Cankat Aydos,Nihan Balyali,Burak Demir,Filiz Kaya",5.31125,5.3,5,olgun
623,Günahkar,2014,2014,Drama,18.0,"Seçkin Özdemir,Gülcan Arslan,Hazal Filiz Küçükköse,Korel Cezayirli",6.306547619047619,7.5,1,basarisiz
624,Bana Artik Hicran De,2014,2018,Drama,18.0,"Asli Enver,Alican Yücesoy,Sebnem Hassanisoughi,Nadir Saribacak",6.491666666666666,5.7,5,olgun
625,Diger Yarim,2014,2018,Comedy,15.5,"Cem Korkmaz,Cihat Suvarioglu,Duygu Yurukce,Ipek Tuzcuoglu",5.341666666666666,5.6,5,olgun
626,Yedi güzel adam,2014,2018,Biography,10.666666666666666,"Uraz Kaygilaroglu,Baran Akbulut,Yildiz Çagri Atiksoy,Mert Can Sevimli",7.05,7.4,5,olgun
627,Yesil Deniz,2014,2018,Comedy,17.0,"Mert Turak,Ali Barkin,Elvan Disli,Ceyhun Tutal",7.5,7.5,5,olgun
628,RGG Ayas,2014,2018,Animation,5.0,"Ege Sezer,Ömer Faruk Biçer,Arda Beyaztas,Mehmet Duran",4.7,4.7,5,olgun
629,Kel Alaka,2014,2018,Comedy,15.0,Atalay Demirci,5.5,5.5,5,olgun
630,Seref Meselesi,2014,2015,Drama,17.0,"Kerem Bürsin,Sükrü Özyildiz,Sükran Ovali,Burcu Biricik",6.36375,6.9,2,basarili
631,Dirilis: Ertugrul,2014,2018,Action,17.0,"Engin Altan Düzyatan,Hülya Darcan,Cengiz Coskun,Nurettin Sönmez",6.241666666666666,7.2,5,olgun
632,Filinta,2014,2016,History,8.0,"Cem Uçan,Onur Tuna,Kamil Güler,Hakan Yufkacigil",6.225,6.5,3,olgun
633,Asktan Kaçilmaz,2014,2018,Drama,18.0,"Pelin Akil,Erhan Alpay,Özgür Avsar,Metin Belgin",5.615625,6.3,5,olgun
634,Dada Dandinista,2014,2018,Talk-Show,14.0,"Okan Bayülgen,Engin Hepileri,Elena Viunova,Burak Satibol",6.21875,6.0,5,olgun
635,Elif,2014,2018,Drama,17.0,"Emre Kivilcim,Ekrem Erdinç,Gülçin Tunçok,Ozanay Alpkan",3.3125,3.0,5,olgun
636,Vahyin Izinde,2014,2018,Drama,18.0,"Alpay Aksum,Zafer Altun,Emre Avsar,Yasar Aydinlioglu",7.949999999999999,8.6,5,olgun
637,Ulan Istanbul,2014,2015,Comedy,15.5,"Erkan Kolçak Köstendil,Sebnem Bozoklu,Kaan Yildirim,Salih Bademci",7.108333333333334,7.3,2,basarili
638,Ah Neriman,2014,2018,Comedy,16.0,"Sezin Akbasogullari,Ruzgar Aksoy,Gül Arici,Zeynep Tugçe Bayat",6.722916666666667,7.8,5,olgun
639,Hayat Agaci,2014,2018,Drama,18.0,"Fikret Kuskan,Idil Firat,Onur Saylak,Özge Özberk",6.254166666666666,5.7,5,olgun
640,Benim Adim Gultepe,2014,2015,Drama,18.0,"Selen Öztürk,Miray Akay,Numan Çakir,Ilayda Alisan",6.9375,7.7,2,basarili
641,Not Defteri,2014,2018,Drama,18.0,"Ali Karagöz,Beste Kökdemir,Gözde Mutluer,Merve Oflaz",6.354166666666667,6.8,5,olgun
642,Kertenkele,2014,2016,Comedy,15.5,"Buse Arslan,Basak Demiral,Cansu Gultekin,Hüseyin Güler",3.8166666666666664,3.2,3,olgun
643,Zeytin Tepesi,2014,2018,Drama,18.0,"Ümit Acar,Sezgi Sena Akay,Nesem Akhan,Özlem Akinözü",4.5166666666666675,3.4,5,olgun
644,Sungurlar,2014,2015,Action,16.0,"Mert Kiliç,Mehmet Küçük,Dilara Büyükbayraktar,Merve Anlagan",5.45,5.5,2,basarili
645,Hayat Yolunda,2014,2015,Drama,18.0,"Mehmet Baran Erdogan,Nur Fettahoglu,Ediz Hun,Leyla Kader Ilhan",6.816666666666667,6.8,2,basarili
646,Maysa ve Bulut,2014,2016,Animation,5.0,,0.0,7.0,3,olgun
647,Yilanlarin Öcü,2014,2015,Drama,18.0,"Mehmet Atay,Ceyda Ates,Burak Can,Gözde Cigaci",5.391666666666667,4.8,2,basarili
648,Can't Run from Love,2014,2014,Drama,18.0,,0.0,7.7,1,basarisiz
649,Askin Kanunu,2014,2015,Comedy,16.0,"Aysenur Yazicioglu,Gözde Mutluer,Yagiz Kilinc,Kerem Atabeyoglu",5.714166666666666,5.8,2,basarili
650,Beyaz Karanfil,2014,2014,Action,16.333333333333332,"Hakan Boyav,Kenan Çoban,Ali Sürmeli,Caglar Ertugrul",6.8875,7.3,1,basarisiz
651,Boynu Bükükler,2014,2014,Comedy,16.0,"Ahmet Saraçoglu,Anil Altan,Gün Koper,Caglar Ertugrul",6.725,6.9,1,basarisiz
652,1 Erkek 1 Kadin 2 Cocuk,2014,2015,Comedy,16.0,"Demet Evgar,Emre Karayel",7.415,7.9,2,basarili
653,Ütopya Türkiye,2014,2015,Reality-TV,12.0,"Demet Akalin,Serdar Gökay Akduman,Tugçe Aksoylu,Meral Avci",5.6499999999999995,5.7,2,basarili
654,Para Bende,2014,2017,Game-Show,12.0,"Almeda Abazi,Murat Ceylan,Yunus Günçe,Zafer Mete",5.637499999999999,5.5,4,olgun
655,Bes Kardes,2015,2015,Comedy,16.333333333333332,"Serkan Keskin,Osman Sonant,Tansu Biçer,Nadir Saribacak",7.354166666666666,8.4,1,basarisiz
656,Bedel,2015,2018,Drama,18.0,"Sedef Avci,Necip Memili,Berk Erçer,Gonca Sariyildiz",4.8533333333333335,3.8,4,olgun
657,Poyraz Karayel,2015,2017,Action,17.0,"Ilker Kaleli,Burçin Terzioglu,Musa Uzunlar,Ali Il",8.0375,8.4,3,olgun
658,Racon,2015,2018,Drama,18.0,"Mehmet Aslantug,Hande Dogandemir,Seçkin Özdemir,Sezin Akbasogullari",6.5910714285714285,6.5,4,olgun
659,Persian Tech Pack,2015,2018,Reality-TV,12.0,Farid Khalifi,7.3,7.3,4,olgun
660,Ayrilsak da Beraberiz,2015,2018,Comedy,16.0,"Hatice Aslan,Adem Yilmaz,Mete Horozoglu,Algi Eke",4.4437500000000005,2.6,4,olgun
661,Yabanci: Hayati Kesfet,2015,2018,Documentary,10.0,,0.0,7.6,4,olgun
662,Maral: En güzel Hikayem,2015,2015,Drama,18.0,"Aras Bulut Iynemli,Hazal Kaya,Reha Özcan,Ceyda Düvenci",5.74375,5.5,1,basarisiz
663,Nöropsikoloji,2015,2018,Documentary,14.0,"Samuray Polat Uncumusaoglu,Mazlum Kiper",7.1,7.1,4,olgun
664,Safiye'den Sofia'ya Calinan Kimlikler,2015,2018,Drama,18.0,,0.0,6.4,4,olgun
665,Milat,2015,2015,Action,16.0,"Ismail Hakki,Ufuk Bayraktar,Burcu Kara,Mustafa Ugurlu",6.033333333333333,6.5,1,basarisiz
666,Kara Kutu,2015,2018,Crime,16.5,"Gökhan Azlag,Sadi Celil Cengiz,Fulya Ergünes,Leyla Giraud",4.6000000000000005,4.4,4,olgun
667,Ask Zamani,2015,2015,Comedy,16.0,"Yavuz Bingöl,Deniz Ugur,Ali Ersan Duru,Bekir Aksoy",4.638333333333334,3.8,1,basarisiz
668,Muhtesem Yüzyil: Kösem,2015,2017,Drama,14.0,"Hakan Sahin,Aslihan Gürbüz,Nadir Saribacak,Mete Horozoglu",5.941666666666666,6.2,3,olgun
669,Kiralik Ask,2015,2017,Comedy,16.0,"Elçin Sangu,Baris Arduç,Salih Bademci,Nergis Kumbasar",6.55375,6.8,3,olgun
670,Yunus Emre,2015,2018,Biography,7.0,"Gökhan Atalay,Payidar Tüfekçioglu,Baran Akbulut,Mehmet Çepiç",7.304166666666666,7.2,4,olgun
671,Yaz'in Öyküsü,2015,2018,Drama,18.0,"Tulin Yazkan,Elit Cam,Kubra Suzgun,Vildan Atasever",4.991666666666667,4.7,4,olgun
672,Adi Mutluluk,2015,2018,Comedy,16.666666666666668,"Dilara Aksüyek,Serkan Tinmaz,Kaan Yildirim,Ezgi Eyüboglu",5.637499999999999,4.8,4,olgun
673,Acil Ask Araniyor,2015,2015,Comedy,16.0,"Serenay Aktas,Mehmet Celik,Coraline Chapatte,Deniz Erayvaz",5.40625,5.0,1,basarisiz
674,Iliski Durumu: Karisik,2015,2016,Comedy,16.0,"Berk Oktay,Seren Sirince,Gülden Avsaroglu,Nurseli Idiz",5.460416666666667,5.4,2,basarili
675,Bi Dünya Sov,2015,2018,Comedy,16.0,"Hakan Hepcan,Marie Hartlieb,Salih Zafer Kunt,Mustafa Devrim Özdinç",5.1,5.1,4,olgun
676,Inadina Ask,2015,2016,Comedy,16.0,"Açelya Topaloglu,Can Yaman,Nilay Duru,Eren Vurdem",5.879166666666667,5.7,2,basarili
677,Çilek Kokusu,2015,2015,Romance,16.0,"Demet Özdemir,Yusuf Çim,Leyla Uner Ermaya,Kubilay Penbeklioglu",5.3999999999999995,5.2,1,basarisiz
678,Tatli Küçük Yalancilar,2015,2015,Drama,16.0,"Dilan Çiçek Deniz,Büsra Develi,Beste Kökdemir,Melisa Senolsun",6.320833333333333,5.5,1,basarisiz
679,Sen Benimsin,2015,2018,Drama,18.0,"Gökhan Keser,Ruveyda Öksuz,Güven Hokna,Burak Sergen",4.8341666666666665,3.9,4,olgun
680,Günesin Kizlari,2015,2016,Comedy,16.666666666666668,"Emre Kinay,Evrim Alasya,Tolga Saritas,Burcu Özberk",6.230952380952381,5.7,2,basarili
681,Kara Sevda,2015,2017,Drama,17.0,"Burak Özçivit,Neslihan Atagül,Kaan Urgancioglu,Orhan Güner",5.9191666666666665,6.0,3,olgun
682,Hatirla Gönül,2015,2018,Drama,18.0,"Gökçe Bahadir,Berrin Seker Civil,Suleyman Felek,Lila Gürmen",6.268749999999999,6.6,4,olgun
683,Evli ve Öfkeli,2015,2018,Comedy,16.666666666666668,"Birce Akalay,Sarp Akkaya,Ebru Cündübeyoglu,Ayça Erturan",6.245833333333334,7.1,4,olgun
684,Eskiya Dünyaya Hükümdar Olmaz,2015,2018,Action,16.333333333333332,"Oktay Kaynarca,Ozan Akbaba,Sabina Ajrula,Yunus Emre Yildirimer",6.369999999999999,7.1,4,olgun
685,Analar ve Anneler,2015,2015,Drama,18.0,"Sinem Kobal,Hazar Ergüçlü,Okan Yalabik,Metin Akdülger",5.9887500000000005,5.8,1,basarisiz
686,Kirgin Çiçekler,2015,2018,Drama,18.0,"Arif Diren,Gökçe Akyildiz,Mehmet Aykaç,Veda Yurtsever Ipek",6.3125,6.2,4,olgun
